,sample101,sample102,sample103,sample104,sample105,sample106,sample107,sample108,sample109,sample110,sample111,sample112,sample113,sample114,sample115,sample116,sample117,sample118,sample119,sample120,sample121,sample122,sample123,sample124,sample201,sample202,sample203,sample204,sample205,sample206,sample207,sample208,sample209,sample210,sample211,sample212,sample213,sample214,sample215,sample216,sample217,sample218,sample219,sample220,sample221,sample222,sample223,sample224,sample301,sample302,sample303,sample304,sample305,sample306,sample307,sample308,sample309,sample310,sample311,sample312,sample313,sample314,sample315,sample316,sample317,sample318,sample319,sample320,sample321,sample322,sample323,sample324,sample401,sample402,sample403,sample404,sample405,sample406,sample407,sample408,sample409,sample410
3723,1,0,1,0,0,0,0,2,0,1,0,0,1,0,1,0,2,0,0,1,2,0,0,0,4,1,0,2,0,0,1,0,0,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0
3724,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0
3730,13,5,33,4,33,5,8,0,0,1,1,0,12,7,18,3,14,0,3,3,1,11,1,2,12,4,24,23,0,1,0,0,1,0,0,0,1,4,2,10,10,0,0,0,10,2,2,0,39,12,7,0,13,55,7,35,17,13,5,31,197,106,134,157,74,39,261,0,0,0,19,0,9,36,0,25,35,1,0,0,441,60
3731,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,39,0,0,8,0,0,0,1,0,7,0,0,0,0,0,1,1,0,6,0,0,15,0,0,0,2,0,0,0,0,150,2,0,0,0,25,0,0,1,0,0,0,0,0,0,0,44,4,8,0,85,10
3732,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,9,1,1,1,0,3,2,0,1,1,1,0,0,0,1,4,2,2,1,0,11,12
3733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,24,1
3734,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,8,0,3,1,0,0,0,0,0,0,0,0,0,1,0,5,2,1,2,0,3,0,6,21,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0
3735,1,4,3,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,2,2,1,1,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,9,8
3736,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,2
3739,3,1,0,8,7,2,7,19,4,1,6,0,9,1,3,4,5,1,0,3,5,6,3,2,4,2,3,3,0,0,0,0,0,0,0,1,0,2,2,5,0,2,3,2,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,1,0,0
3740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,9
3741,0,1,0,0,0,0,0,0,0,1,0,7,0,2,1,0,0,14,0,4,17,1,0,0,16,0,31,0,33,1,31,9,5,20,16,17,0,47,0,0,8,0,31,0,8,6,3,13,14,24,10,0,0,27,0,1,14,0,21,0,0,20,0,42,0,0,21,9,3,28,41,1,0,47,0,24,0,74,17,24,88,359
3747,0,1,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,2,0,2,0,0,1,0,0,0,1,0,2,4,0,0,1,2,1,0,0,1,1,1,2,3,1,2,1,2,0,0,1,3,0,0,2,2,4,3,2,3,0,1,1,2,0,2,2,6,5,13,4,0,3,0,0
3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,1,0
3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,3,12,0,1,0,0,0,0,0,11,0,5,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,27,0,0,0,0,1,0,0,1,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,6,0,9,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,8,5,3,0,1,0,0,0,5,2,0,7,4,5,4,0,0,0
3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,2,2,0,0,0,3,1,0,1,0,0,2,0,2,0,1,1,1,0,0
3766,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6,0,1,0,0,0,0,2,2,3,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
3769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,24,22,11,0,0,0,6,1,5,2,20,26,19,0,0
3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,1,0,0,0,0,0,1,0,0,0,2,28,0,1,10,1,5,2,0,2,5,8,0,1,1,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0
3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,0,3,0,0,0,0,0,0,0,3,2,1,0,0
3787,0,0,0,1,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,4,1,0,1,5,1,0,15,0,1,14,10,15,6,3,9,1,0,7,0,0,0,1,0,0,4,0,3,0,0,0,0,22,0
3788,53,17,44,13,27,4,15,14,25,4,20,9,31,16,101,43,10,1,8,9,3,16,9,0,4,18,1,38,1,0,0,0,0,0,0,1,17,13,33,33,124,32,2,3,2,0,0,0,26,3,5,0,156,57,86,48,120,182,54,180,131,478,261,366,343,177,328,0,0,0,1,0,65,251,40,426,290,0,1,0,178,103
3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3806,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,2,2,1,2,1,1,6,0,1,0,0,0,0,3,8,8,12,5,3,6,10,12,2,2,3,9,7,11,10,4,5,13,7,2,1,7,3,22,10,5,4,5,1,3,12,9,17,3,2,0,10,6,9,2,31,19,26,1,0
